date,hour,eolica_mwh,fotovoltaica_mwh,total_mwh
2026-05-31,0,2153.9,7.0,44365.9
2026-05-31,1,1878.8,4.7,42716.8
2026-05-31,2,1719.9,0.3,41459.6
2026-05-31,3,1674.2,0.0,40194.6
2026-05-31,4,1557.9,0.0,39263.9
2026-05-31,5,1516.3,3.8,38293.4
2026-05-31,6,1081.0,574.6,36251.5
2026-05-31,7,886.7,2859.3,36104.6
2026-05-31,8,864.2,4076.0,36506.4
2026-05-31,9,776.8,4877.6,37019.4
2026-05-31,10,719.7,5554.5,37561.2
2026-05-31,11,850.0,5636.2,38463.4
2026-05-31,12,963.2,5247.5,39489.3
2026-05-31,13,1091.1,4978.5,40703.6
2026-05-31,14,1426.6,4467.5,42032.3
2026-05-31,15,1717.5,3626.3,42846.9
2026-05-31,16,2049.1,3325.4,43824.8
2026-05-31,17,2201.5,2556.5,44506.8
2026-05-31,18,2288.2,1593.7,44968.3
2026-05-31,19,2282.6,513.5,46626.3
2026-05-31,20,2131.1,37.9,47672.3
2026-05-31,21,1876.0,20.2,47712.5
2026-05-31,22,2008.9,20.1,46793.2
2026-05-31,23,1981.5,16.6,45325.4
